Id,title,profile,weights
8904,B端视觉设计师,"['TO', 'B', 'HTML5', '移动开发', '本科']","{'TO': 0.6729704793258143, 'B': 0.6440990265899047, 'HTML5': 0.33619264732525267, '移动开发': 0.1300131569996708, '本科': 0.04814832077381559}"
478,C,"['视频编解码', 'ARM开发', '驱动开发', '单片机开发', 'C#', '嵌入式技术', '以内本科', 'C/C++', '后端开发', 'Linux']","{'视频编解码': 0.5405390293073254, 'ARM开发': 0.39651249079610645, '驱动开发': 0.3485036446257, '单片机开发': 0.3233680392166818, 'C#': 0.26570992060789006, '嵌入式技术': 0.26554817732787667, '以内本科': 0.26298262016493545, 'C/C++': 0.24150063097195665, '后端开发': 0.17574633549965962, 'Linux': 0.15486366020470976}"
3276,C#,"['U3D', 'PC端', 'C#', '移动开发', '大专']","{'U3D': 0.7078695210938305, 'PC端': 0.6196155818839584, 'C#': 0.2521666247573158, '移动开发': 0.1703088061473826, '大专': 0.14968024485599654}"
144,C#.NET后端研发工程师,"['.NET', '微服务架构', 'MVC开发', '多线程', '分布式技术', '大专', '后端开发']","{'.NET': 0.6789339825736386, '微服务架构': 0.3855581208379417, 'MVC开发': 0.37392128687905024, '多线程': 0.37281745250852333, '分布式技术': 0.28762494594978993, '大专': 0.13636076302229122, '后端开发': 0.10129774855218865}"
99,C#/.NET 中级工程师,"['.NET', 'WEB开发', 'MVC开发', 'SQL', 'C#', '后端开发', '大专']","{'.NET': 0.6664778819440825, 'WEB开发': 0.5064524066939982, 'MVC开发': 0.36706111888562776, 'SQL': 0.23717607911499314, 'C#': 0.22551256132698186, '后端开发': 0.19887856738249032, '大专': 0.133859012587455}"
191,C#/.NET 初级工程师,"['.NET', 'MVC开发', 'SQL', 'C#', '后端开发', '大专']","{'.NET': 0.7729359625038089, 'MVC开发': 0.42569265524011995, 'SQL': 0.2750607723978565, 'C#': 0.2615342134648577, '后端开发': 0.23064590898766074, '大专': 0.15524062768938918}"
147,C#/.NET初级程序员,"['.NET', 'JS', 'C#', '大专', '后端开发']","{'.NET': 0.7133919319193334, 'JS': 0.6332026737549832, 'C#': 0.2413866178542298, '大专': 0.14328148342451794, '后端开发': 0.10643891511335081}"
150,C#/.Net 开发工程师,"['.NET', 'JS', 'HTML/CSS', 'HTML5', 'Oracle', 'CSS', '网络协议', 'JavaScript', '大专', 'SQL']","{'.NET': 0.647875091530594, 'JS': 0.3833668626937541, 'HTML/CSS': 0.3557167696856511, 'HTML5': 0.25523217805198123, 'Oracle': 0.23309226070629419, 'CSS': 0.2113393198749098, '网络协议': 0.19728226529764314, 'JavaScript': 0.18263563206965322, '大专': 0.1734969704307326, 'SQL': 0.15370399941582824}"
210,C#/.Net软件开发工程师,"['.NET', '数据库', 'C#', '大专', '后端开发']","{'.NET': 0.7660402063809413, '数据库': 0.5561138167017429, 'C#': 0.2592009332950522, '大专': 0.15385564683607347, '后端开发': 0.11429409957164256}"
185,C#/ASP.NET研发工程师,"['.NET', 'Javascript', '学历不限', 'C#', '后端开发']","{'.NET': 0.7589824649819653, 'Javascript': 0.5238192723444227, '学历不限': 0.26605001423124913, 'C#': 0.25681284303251584, '后端开发': 0.1132410762557824}"
4206,C#后端开发工程师,"['MVC开发', '.NET', '网络协议', '后端开发', 'C#', '本科']","{'MVC开发': 0.5289895675747726, '.NET': 0.48024678783481334, '网络协议': 0.4387150028355176, '后端开发': 0.4299203127763082, 'C#': 0.3249970813068059, '本科': 0.0812873192005332}"
4248,C#后端游戏开发,"['后端开发', '学历不限', 'C#']","{'后端开发': 0.6765471454544243, '学历不限': 0.5298294683273685, 'C#': 0.5114339590498543}"
3250,C#工程师,"['WPF', 'ASP.NET', 'SQL', 'Server', 'U3D', '移动开发', '后端开发', '本科']","{'WPF': 0.6157150923368384, 'ASP.NET': 0.42740012349388123, 'SQL': 0.42405017256686983, 'Server': 0.38646714857299996, 'U3D': 0.2829584794995895, '移动开发': 0.1361559422939639, '后端开发': 0.08889438927935465, '本科': 0.05042320435959799}"
829,C#服务端开发工程师,"['ASP.NET', 'Windows', 'Erlang', '游戏开发', 'MVC开发', '大专', '后端开发']","{'ASP.NET': 0.49911762049255215, 'Windows': 0.4705663965923318, 'Erlang': 0.4417968969747537, '游戏开发': 0.3963821743403416, 'MVC开发': 0.38319779935922677, '大专': 0.13974370045958093, '后端开发': 0.10381081710867904}"
2190,C#程序员,"['ASP.NET', 'Server', 'CSS', 'HTML', 'JavaScript', 'SQL', 'C#', '移动开发', '大专']","{'ASP.NET': 0.5201234304606923, 'Server': 0.4703101567518113, 'CSS': 0.35477594123752454, 'HTML': 0.3361391274549924, 'JavaScript': 0.3065909756375338, 'SQL': 0.25802335834618273, 'C#': 0.24533464184061135, '移动开发': 0.16569460767729147, '大专': 0.14562493865991102}"
4480,C#软件工程师,"['推荐算法', '.NET', '人工智能', 'C#', '大专']","{'推荐算法': 0.6305172893452587, '.NET': 0.5353440541346367, '人工智能': 0.371970848834459, 'C#': 0.36228301676544256, '大专': 0.21504277462891064}"
3216,C#软件开发工程师,"['Windows', '软件工程师', '游戏引擎', 'U3D', 'C++', '移动开发', '本科']","{'Windows': 0.5334288387462758, '软件工程师': 0.5233056389141587, '游戏引擎': 0.39339994688051516, 'U3D': 0.3745816966552954, 'C++': 0.3310384407182249, '移动开发': 0.18024384342313898, '本科': 0.06675046272943484}"
212,C#，.NET CORE的技术架构师，技术经理,"['SaaS', '架构师', '.NET', '后端开发', '本科']","{'SaaS': 0.7267143684670349, '架构师': 0.5043064176591717, '.NET': 0.44119383557433856, '后端开发': 0.13165327812689837, '本科': 0.07467715568349513}"
479,C++,"['跨平台', 'MFC', 'QT', 'C#', 'Windows', '视觉图像算法', '架构师', 'C++', '后端开发', '本科']","{'跨平台': 0.4971025595973534, 'MFC': 0.4798189863155998, 'QT': 0.3764165414221893, 'C#': 0.2971400260468084, 'Windows': 0.29695915059313277, '视觉图像算法': 0.29132357822607535, '架构师': 0.25094654950127165, 'C++': 0.18428867550619568, '后端开发': 0.13102326172975495, '本科': 0.07431979403445753}"
489,C++/ QT开发工程师,"['MFC', '客户端开发', 'QT', 'C#', '大专', '后端开发']","{'MFC': 0.6292696706091389, '客户端开发': 0.5491781059864265, 'QT': 0.4936601505734774, 'C#': 0.19484556848306916, '大专': 0.11565579873117414, '后端开发': 0.08591673850165994}"
508,C++/Java工程师,"['C++', 'Java', 'C#', '计算机软件', 'MySQL', '后端开发', '本科']","{'C++': 0.5512170897447852, 'Java': 0.452234732061031, 'C#': 0.4443806977133137, '计算机软件': 0.3907648734098734, 'MySQL': 0.3012017171628164, '后端开发': 0.19594872235412192, '本科': 0.11114720008047446}"
480,C++/MFC/QT软件工程师（厦门）,"['MFC', 'QT', 'C++', 'C#', '后端开发', '本科']","{'MFC': 0.7286533050809527, 'QT': 0.5716263107896576, 'C++': 0.279860856544465, 'C#': 0.22561848137084453, '后端开发': 0.09948598890903114, '本科': 0.05643103451571622}"
500,C++/QT开发工程师,"['互联网医疗', 'QT', 'C++', 'Linux', 'C#', '后端开发', '本科']","{'互联网医疗': 0.7517898152282478, 'QT': 0.5137820182685576, 'C++': 0.25154103825478435, 'Linux': 0.23638129494797636, 'C#': 0.2027875843525584, '后端开发': 0.08941875348689803, '本科': 0.050720637345078416}"
581,C++后台开发工程师,"['PBX', 'sip', 'mysql', '流媒体技术', 'C++', 'Linux', 'C#', '后端开发', '本科']","{'PBX': 0.5629969989374026, 'sip': 0.5629969989374026, 'mysql': 0.40448969538709556, '流媒体技术': 0.3505858108093743, 'C++': 0.17164228352244426, 'Linux': 0.16129783644196824, 'C#': 0.13837473316388912, '后端开发': 0.061016043921532086, '本科': 0.03460988344496284}"
4283,C++后端游戏开发,"['后端开发', 'C++', '学历不限']","{'后端开发': 0.6333980042609099, 'C++': 0.5939305623163362, '学历不限': 0.49603775596712124}"
1244,C++客户端开发工程师,"['Unreal', 'Ue4', '渲染技术', '计算机图形学', 'Flash开发', '客户端开发', 'C++', 'UE4', '游戏', '移动开发']","{'Unreal': 0.6106327474342268, 'Ue4': 0.35533760440850487, '渲染技术': 0.35533760440850487, '计算机图形学': 0.35533760440850487, 'Flash开发': 0.2940902578520397, '客户端开发': 0.24615834813069715, 'C++': 0.21666530357065747, 'UE4': 0.13929474101071898, '游戏': 0.13812219673672424, '移动开发': 0.11796994623128211}"
3710,C++少儿编程老师,"['在线教育', '少儿编程', '教师', '人工智能', 'C++', '大专']","{'在线教育': 0.5636410249176208, '少儿编程': 0.5135803377267699, '教师': 0.44740370887981606, '人工智能': 0.42671263005359916, 'C++': 0.17183862931132246, '大专': 0.08222998139366126}"
546,C++嵌入式研发工程师,"['驱动开发', '流媒体技术', 'Android', '网络协议', 'C++', 'C#', '后端开发', '本科']","{'驱动开发': 0.5827565356251333, '流媒体技术': 0.5628532020524436, 'Android': 0.34012434879543796, '网络协议': 0.2998890635912181, 'C++': 0.2755656558523158, 'C#': 0.2221557725472126, '后端开发': 0.0979591148270413, '本科': 0.055564951914871714}"
4424,C++应用软件工程师,"['计算机软件', '推荐算法', 'C++', 'Linux', '人工智能', '本科']","{'计算机软件': 0.5524002488273811, '推荐算法': 0.546654041717443, 'C++': 0.38961083538020824, 'Linux': 0.36612997398719604, '人工智能': 0.32249610177633126, '本科': 0.07856097766049802}"
464,C++开发工程师,"['C#', 'QT', 'C++', '后端开发', 'Linux', 'c++', 'VC++', '多线程', 'Windows', '网络编程']","{'C#': 0.5673258523964702, 'QT': 0.31247284474154763, 'C++': 0.2753688019360275, '后端开发': 0.2610376972191124, 'Linux': 0.20126790403253658, 'c++': 0.1966032037885244, 'VC++': 0.18288993686758565, '多线程': 0.1601210469085298, 'Windows': 0.14790795889141536, '网络编程': 0.14790795889141536}"
574,C++开发工程师 （实验室）,"['ANDROID', 'JNI', 'OpenGL', 'C++', 'C#', '后端开发', '本科']","{'ANDROID': 0.6034343038945074, 'JNI': 0.6034343038945074, 'OpenGL': 0.44459685595282483, 'C++': 0.20190283008036433, 'C#': 0.16277020827301686, '后端开发': 0.07177317672107435, '本科': 0.040711608310523346}"
1269,C++开发工程师-网络协议,"['多进程', '算法基础', '网络编程', '数据结构', 'Flash开发', '多线程', '移动开发', '本科']","{'多进程': 0.5153905848426237, '算法基础': 0.47540561390511255, '网络编程': 0.3974997973871393, '数据结构': 0.33699448627234097, 'Flash开发': 0.3348344359673028, '多线程': 0.32274167756390115, '移动开发': 0.13431386913645232, '本科': 0.04974102163806829}"
712,C++开发工程师-软件终端,"['c', 'SQLite', 'C++', '算法基础', '数据结构', '网络协议', '后端开发', '本科']","{'c': 0.5748362545494061, 'SQLite': 0.46345612304639866, 'C++': 0.40792791450734356, '算法基础': 0.393078135365632, '数据结构': 0.27863609603665707, '网络协议': 0.22196728383287329, '后端开发': 0.07250587395367639, '本科': 0.0411272131939441}"
4235,C++开发工程师（厦门）,"['STL', 'MFC', '网络编程', '软件工程师', '后端开发', '本科']","{'STL': 0.6374199137870671, 'MFC': 0.5552861209688819, '网络编程': 0.34366563125247807, '软件工程师': 0.33714368191659994, '后端开发': 0.22744639386180363, '本科': 0.04300449890227536}"
824,C++开发工程师（服务端方向）-厦门,"['Socket技术', 'Erlang', '多线程', '网络协议', 'SQL', 'Python', '后端开发', '本科']","{'Socket技术': 0.517245347863804, 'Erlang': 0.5018603201621347, '多线程': 0.4340095134327436, '网络协议': 0.3610094609293285, 'SQL': 0.2812650082260227, 'Python': 0.25379330639340203, '后端开发': 0.11792416440043856, '本科': 0.06688964611492193}"
5173,C++开发测试工程师,"['测试开发', 'Windows', 'C/C++', '测试', 'Linux', '学历不限']","{'测试开发': 0.736483214698239, 'Windows': 0.4033566446558113, 'C/C++': 0.36682942120455575, '测试': 0.2475727975278396, 'Linux': 0.2352314634122399, '学历不限': 0.20905964690408152}"
862,C++服务端工程师,"['Erlang', 'C/C++', 'C#', '后端开发', '本科']","{'Erlang': 0.6374612546324868, 'C/C++': 0.6174858182175688, 'C#': 0.3396929173119645, '后端开发': 0.29957373703466156, '本科': 0.08496299870961253}"
823,C++服务端软件工程师,"['LINUX', '服务端', 'Erlang', 'C++', '后端开发', '本科']","{'LINUX': 0.6610319333908902, '服务端': 0.610675502791684, 'Erlang': 0.35483915187674997, 'C++': 0.23454799160351747, '后端开发': 0.08337800140905258, '本科': 0.047294166012341474}"
5081,C++测试开发工程师,"['软件测试', '测试开发', 'C/C++', '测试', '本科']","{'软件测试': 0.5388431520602331, '测试开发': 0.536756713090655, 'C/C++': 0.5346982808600202, '测试': 0.3608673175427339, '本科': 0.07357184247223472}"
4293,C++游戏后端开发工程师,"['游戏开发', '后端开发', '大专']","{'游戏开发': 0.7577509090009793, '后端开发': 0.5953552867947177, '大专': 0.2671434865269395}"
667,C++研发工程师,"['AI框架', 'OC', 'JNI', 'NEON', 'SIMD', '性能优化', 'ETL工程师', '客户端开发', 'android', 'OpenGL']","{'AI框架': 0.31960002587968056, 'OC': 0.31960002587968056, 'JNI': 0.29121423383395617, 'NEON': 0.29121423383395617, 'SIMD': 0.29121423383395617, '性能优化': 0.2628284417882317, 'ETL工程师': 0.2437414434797746, '客户端开发': 0.2214013193566384, 'android': 0.21783802584248965, 'OpenGL': 0.21456011356278842}"
2513,C++研发工程师（图形方向）,"['引擎开发', 'OpenGL', 'Node.js', 'C++', '后端开发', '本科']","{'引擎开发': 0.733927101163344, 'OpenGL': 0.5407410211349831, 'Node.js': 0.31396855111884603, 'C++': 0.2455643602645803, '后端开发': 0.0872941415365597, '本科': 0.049515502314338815}"
812,C++研发工程师（服务端方向）,"['Erlang', 'C++', 'SQL', 'Python', '后端开发', '本科']","{'Erlang': 0.6934199677833054, 'C++': 0.4583492546443737, 'SQL': 0.3886236171842603, 'Python': 0.35066599066066084, '后端开发': 0.1629357153659962, '本科': 0.09242136584749547}"
2234,C++研发工程师（界面方向）,"['QT', 'JavaScript', 'C++', 'SQL', 'Python', 'MySQL', '移动开发', '本科']","{'QT': 0.6663572544560374, 'JavaScript': 0.49301637268238624, 'C++': 0.32623990267184666, 'SQL': 0.2766111862547792, 'Python': 0.24959403228924826, 'MySQL': 0.17826736637880145, '移动开发': 0.17763113494609667, '本科': 0.0657828873797999}"
554,C++算法应用工程师,"['引擎开发', 'OpenGL', 'C#', 'Windows', '数据结构', '架构师', '多线程', 'C++', 'Linux', '学历不限']","{'引擎开发': 0.5695496732927635, 'OpenGL': 0.4196314203893673, 'C#': 0.30726035409448216, 'Windows': 0.30707331818187633, '数据结构': 0.26033224617686956, '架构师': 0.2594935683501715, '多线程': 0.24932178204008013, 'C++': 0.19056538577107326, 'Linux': 0.1790804910934655, '学历不限': 0.1591560231455898}"
1350,C++跨平台工程师,"['音视频编解码', 'GIS工程师', 'Windows', '架构师', '网络协议', '后端开发', '本科']","{'音视频编解码': 0.5254578694718476, 'GIS工程师': 0.48494423993874936, 'Windows': 0.4676657336068891, '架构师': 0.3952028483857863, '网络协议': 0.31584428610113424, '后端开发': 0.10317090699853028, '本科': 0.05852121567767113}"
3726,C++软件工程师,"['人工智能', '推荐算法', 'QT', '智能硬件', '物联网', '网络协议', 'Windows', 'Server', 'C++', 'MongoDB']","{'人工智能': 0.5625365225395669, '推荐算法': 0.43342717515333334, 'QT': 0.3785784615430925, '智能硬件': 0.24025327272653674, '物联网': 0.23224773364270312, '网络协议': 0.20170719454729816, 'Windows': 0.19910980877360662, 'Server': 0.19096447631740812, 'C++': 0.12356474911074324, 'MongoDB': 0.11706821100823138}"
551,C++软件开发,"['深度学习算法', 'C++', 'Linux', 'C#', '后端开发', '本科']","{'深度学习算法': 0.6493586060453708, 'C++': 0.4628103510728907, 'Linux': 0.434917939676814, 'C#': 0.3731088722483871, '后端开发': 0.1645215626877314, '本科': 0.09332089960024659}"
1275,C++音视频开发工程师,"['驱动开发', 'QT', '流媒体技术', '音视频编解码', 'Flash开发', '网络协议', '移动开发', '本科']","{'驱动开发': 0.4794174122732237, 'QT': 0.463043499509133, '流媒体技术': 0.463043499509133, '音视频编解码': 0.41044233982489764, 'Flash开发': 0.3077109909853021, '网络协议': 0.24671029846403209, '移动开发': 0.12343370136243652, '本科': 0.045711723218235516}"
665,C++高级开发工程师,"['网络编程', '服务器端开发', '多进程', '算法基础', 'C#', '数据结构', '多线程', '网络协议', '后端开发', 'Linux']","{'网络编程': 0.5633786337606933, '服务器端开发': 0.37949800878052886, '多进程': 0.3652329453377934, '算法基础': 0.33689748649503515, 'C#': 0.2818608915999151, '数据结构': 0.2388120629355832, '多线程': 0.22871177112387078, '网络协议': 0.1902426344265276, '后端开发': 0.186428939898155, 'Linux': 0.16427692741717537}"
537,C/C++/Go高级开发工程师,"['Lua', 'Go', 'Shell', 'C++', 'C#', 'Python', '后端开发', '本科']","{'Lua': 0.5502774550787798, 'Go': 0.528083893408594, 'Shell': 0.39721548069238805, 'C++': 0.3293270478849912, 'C#': 0.2654971807618611, 'Python': 0.2519558924286753, '后端开发': 0.11707041648435981, '本科': 0.06640537814263477}"
471,C/C++嵌入式（单片机）,"['单片机开发', 'C/C++', 'C#', '后端开发', '本科']","{'单片机开发': 0.7516611750641882, 'C/C++': 0.5613623674586059, 'C#': 0.30881813742963676, '后端开发': 0.13617270007563606, '本科': 0.07724068908932481}"
511,C/C++应用工程师（音视频相关）,"['音视频编解码', '嵌入式技术', '多线程', 'Linux', 'SQL', 'C#', '后端开发', '本科']","{'音视频编解码': 0.5723854573416784, '嵌入式技术': 0.5094320217959026, '多线程': 0.4136227147785182, 'Linux': 0.29709301082262407, 'SQL': 0.2680531017730284, 'C#': 0.25487115639165847, '后端开发': 0.11238489366629124, '本科': 0.0637476280134947}"
462,C/C++开发工程师,"['C#', '嵌入式应用', '协议', '智能驾驶', '技术管理', 'C', 'linux', 'C++', '系统架构', 'Linux']","{'C#': 0.4258535451023266, '嵌入式应用': 0.3465289686889615, '协议': 0.3157514391316662, '智能驾驶': 0.2849739095743709, '技术管理': 0.2750657581186513, 'C': 0.26697020891851614, 'linux': 0.23619267936122085, 'C++': 0.21129428257952107, '系统架构': 0.20730490688216022, 'Linux': 0.1985601096257734}"
455,C/C++开发工程师-厦门[J855783],"['linux网络编程', 'c', 'c++', '分布式技术', 'C#', '网络编程', '容器技术', '多线程', '网络协议', '后端开发']","{'linux网络编程': 0.5306379709103881, 'c': 0.4559395319407661, 'c++': 0.3465082968113056, '分布式技术': 0.32658260032974035, 'C#': 0.2608429095357098, '网络编程': 0.26068412890885173, '容器技术': 0.2335441398062864, '多线程': 0.2116570464472119, '网络协议': 0.17605650077908433, '后端开发': 0.11501812549839478}"
142,C/C++研发工程师,"['VS', '.net', 'C#', 'Windows', '.NET', 'C++', 'Linux', 'SQL', '后端开发', '本科']","{'VS': 0.6054047758425087, '.net': 0.47735495217868845, 'C#': 0.326603445701991, 'Windows': 0.32640463523811875, '.NET': 0.24131025279284316, 'C++': 0.20256212946113836, 'Linux': 0.19035422132965932, 'SQL': 0.17174769383406546, '后端开发': 0.14401509388476214, '本科': 0.08168909836365287}"
467,C/C++研发工程师（美图宜肤）-- 厦门,"['工程', '性能', '框架', '图像', '开发', 'SDK', 'C#', 'C++', 'Linux', 'Python']","{'工程': 0.4413662380095144, '性能': 0.4413662380095144, '框架': 0.4413662380095144, '图像': 0.37923467034834324, '开发': 0.340034015674872, 'SDK': 0.22865310719361007, 'C#': 0.21696007448489688, 'C++': 0.13456041347404557, 'Linux': 0.12645079708032506, 'Python': 0.10294717448857868}"
491,C/C++算法工程师,"['车载', '运动控制算法', '算法设计', 'C++', 'C#', '后端开发', '本科']","{'车载': 0.7017241900060464, '运动控制算法': 0.5406170061852561, '算法设计': 0.36353350714229965, 'C++': 0.21393638439086463, 'C#': 0.17247143009643143, '后端开发': 0.07605090982549098, '本科': 0.043138049532161986}"
578,C/C++软件工程师（校招,"['服务端', '客户端开发', 'C语言', '应届本科', '计算机软件', 'C++', 'C#', '后端开发']","{'服务端': 0.5625909962392386, '客户端开发': 0.49098609418217015, 'C语言': 0.3784017630542195, '应届本科': 0.34991649560627774, '计算机软件': 0.30636336874410486, 'C++': 0.21607971444557572, 'C#': 0.1741993418808491, '后端开发': 0.07681282884726566}"
477,C/C++软件开发工程师,"['数据结构', 'C', 'C#', 'Nginx', 'Linux', '网络编程', '服务器配置', 'Shell', '网络协议', '后端开发']","{'数据结构': 0.4359908733433264, 'C': 0.40324455031192497, 'C#': 0.38593771639727686, 'Nginx': 0.36898460420648305, 'Linux': 0.29991467003110345, '网络编程': 0.2571351919339079, '服务器配置': 0.24554300630912435, 'Shell': 0.1924696338848263, '网络协议': 0.17365967889388015, '后端开发': 0.17017841419633775}"
654,C/C++软件开发工程师（直播）,"['流媒体技术', '音视频编解码', '数据结构', '网络协议', 'C#', '后端开发', '本科']","{'流媒体技术': 0.6071504552718353, '音视频编解码': 0.5381789264976147, '数据结构': 0.40607871011782337, '网络协议': 0.32349070916982614, 'C#': 0.23963971058787517, '后端开发': 0.10566862007426667, '本科': 0.059937983348504836}"
598,C/C++高级开发工程师[J141469],"['Go', '容器技术', '网络协议', '分布式技术', 'C#', '网络编程', '服务器配置', '后端开发', '本科']","{'Go': 0.5370056392351032, '容器技术': 0.4834546842823071, '网络协议': 0.3644507632287371, '分布式技术': 0.33802579689104995, 'C#': 0.2699826392164316, '网络编程': 0.2698182950417255, '服务器配置': 0.2576543289289492, '后端开发': 0.11904826983818081, '本科': 0.06752726788912515}"
3006,CDN SRE工程师（CSIG全资子公司）,"['K8S', 'CDN', 'Shell', 'SQL', 'Python', '后端开发', '本科']","{'K8S': 0.6377401193812023, 'CDN': 0.5959813757948093, 'Shell': 0.3440597113786065, 'SQL': 0.24186204252040822, 'Python': 0.21823890518577788, '后端开发': 0.10140393731979233, '本科': 0.05751894462400286}"
5936,CDN产品运维工程师,"['SRE', '运维开发', '自动化运维', '运维开发工程师', '运维/技术支持', 'Shell', 'Python', '本科']","{'SRE': 0.53079580157708, '运维开发': 0.4617419988624562, '自动化运维': 0.4119049759537222, '运维开发工程师': 0.3875988810883555, '运维/技术支持': 0.2974079874793781, 'Shell': 0.2600165748570651, 'Python': 0.16492989661471352, '本科': 0.04346884705157714}"
5918,CDN值班运维工程师,"['运维工程师', '安全运维', '运维/技术支持', 'Shell', '网络协议', 'Python', '本科']","{'运维工程师': 0.7142778979321882, '安全运维': 0.4597696935707489, '运维/技术支持': 0.32020157414025235, 'Shell': 0.2799444536692613, '网络协议': 0.2525856310477415, 'Python': 0.1775702561535345, '本科': 0.04680033434859237}"
4846,CDN架构师,"['云计算架构', '数据架构师', 'Shell', '网络协议', '数据', 'Python', '本科']","{'云计算架构': 0.7605439307572347, '数据架构师': 0.3985779968271521, 'Shell': 0.30692727320923213, '网络协议': 0.2769314339797866, '数据': 0.2264460463880864, 'Python': 0.19468560212541047, '本科': 0.051311246994249916}"
1552,CDN研发工程师,"['CDN调度', 'CDN', '服务端开发', '架构师', 'Golang', '分布式技术', '后端开发', '本科']","{'CDN调度': 0.6786116278601741, 'CDN': 0.432252121355404, '服务端开发': 0.3987171887850875, '架构师': 0.2817228547909036, 'Golang': 0.2520778914503792, '分布式技术': 0.20882669747544363, '后端开发': 0.07354603482670173, '本科': 0.041717219432724745}"
5772,CDN研发运维工程师,"['Ansible', 'CDN', '运维工程师', '运维/技术支持', 'Shell', 'Linux', 'Python', '本科']","{'Ansible': 0.5858682842819459, 'CDN': 0.4971327907886502, '运维工程师': 0.36613301421416555, '运维/技术支持': 0.32826542116307045, 'Shell': 0.28699447912693293, 'Linux': 0.22360372587295776, 'Python': 0.18204212480461593, '本科': 0.047978937976063875}"
3005,CDN研发运维工程师 ,"['Ansible', 'CDN', 'Python', 'Shell', '网络协议', 'Linux', '后端开发', '本科']","{'Ansible': 0.6069253302427673, 'CDN': 0.515000540767808, 'Python': 0.37717002158787555, 'Shell': 0.2973095210904769, '网络协议': 0.2682536196622127, 'Linux': 0.23164040247593948, '后端开发': 0.08762535991335721, '本科': 0.049703377972592465}"
1327,CDN运维工程师,"['网络加速', 'Perl', '网络工程师证', 'Shell', 'Nginx', '网络工程师', '网络协议', 'CDN', '音视频编解码', '系统运维']","{'网络加速': 0.4005118114796492, 'Perl': 0.35517807218842, '网络工程师证': 0.3293676057729969, 'Shell': 0.29455221486792077, 'Nginx': 0.28234384361696213, '网络工程师': 0.27298715667867884, '网络协议': 0.26576578351083446, 'CDN': 0.2551121628815433, '音视频编解码': 0.22107210503311658, '系统运维': 0.2111996379103097}"
1546,CDN运营计费开发工程师,"['计费', 'cdn', 'golang', 'Golang', 'Python', '后端开发', '本科']","{'计费': 0.6420369625518044, 'cdn': 0.585013413650325, 'golang': 0.39980506025901386, 'Golang': 0.23849182228662344, 'Python': 0.14975293876128526, '后端开发': 0.06958217464790359, '本科': 0.03946881507932614}"
1498,CDN高级研发工程师,"['CDN', 'Go', 'Golang', 'C++', '后端开发', '本科']","{'CDN': 0.6747368909040283, 'Go': 0.5178599721969046, 'Golang': 0.39348853213151636, 'C++': 0.3229511408889995, '后端开发': 0.11480388510687345, '本科': 0.06511974273008597}"
5166,CNAS实验员,"['照明', '测试开发', '硬件测试', '功能测试', '性能测试', '测试', '大专']","{'照明': 0.6274525523049875, '测试开发': 0.5628216502718125, '硬件测试': 0.32320819528445793, '功能测试': 0.2741440538251238, '性能测试': 0.2564023381103168, '测试': 0.18919552772715917, '大专': 0.09153948953411499}"
2441,COCOS2D-JS客户端,"['Cocos2dx开发', 'TypeScript', 'Node.js', '游戏引擎', 'JavaScript', '大专', '后端开发']","{'Cocos2dx开发': 0.6421943732426881, 'TypeScript': 0.47234036418397085, 'Node.js': 0.3672642248868682, '游戏引擎': 0.3413608273677294, 'JavaScript': 0.2893948627395055, '大专': 0.13745710892925112, '后端开发': 0.102112186441417}"
776,COCOS2D-X 游戏开发,"['Cocos2d-x', 'COCOS2DX', '游戏开发', '游戏引擎', '移动开发', '大专']","{'Cocos2d-x': 0.6453501236128485, 'COCOS2DX': 0.49946709839209236, '游戏开发': 0.4035055174774198, '游戏引擎': 0.35327595442884513, '移动开发': 0.1618602552444487, '大专': 0.14225502007498816}"
720,COCOS2DX,"['COCOS2DX', 'Cocos2d-X', '移动开发', '游戏开发', 'Cocos2d-x', 'JS', 'Android', 'Lua', '学历不限', 'lua']","{'COCOS2DX': 0.6264994052097703, 'Cocos2d-X': 0.6035521723719672, '移动开发': 0.2030270942053992, '游戏开发': 0.20245254793541084, 'Cocos2d-x': 0.16189713792843594, 'JS': 0.15771174817078845, 'Android': 0.1380720825029544, 'Lua': 0.12461097718753444, '学历不限': 0.12456930426996067, 'lua': 0.09181152430766819}"
1114,COGNOS报表开发,"['数据开发', 'ETL', '数据仓库', 'Oracle', 'ETL工程师', 'MySQL', '数据', '本科']","{'数据开发': 0.5044660463444312, 'ETL': 0.4495675193449057, '数据仓库': 0.3995056311606081, 'Oracle': 0.3478337050112001, 'ETL工程师': 0.33835351299851585, 'MySQL': 0.2956385624597539, '数据': 0.24072674462626867, '本科': 0.054547163214636936}"
9485,CRM实施顾问,"['CRM蓝图设计系统测试用户培训', '软件服务｜咨询Dynamics', '推荐算法', '人工智能', '本科']","{'CRM蓝图设计系统测试用户培训': 0.666601443585605, '软件服务｜咨询Dynamics': 0.666601443585605, '推荐算法': 0.28514515104496185, '人工智能': 0.16822010382199848, '本科': 0.04097890097156083}"
3817,CRM工程师,"['全栈工程师', '.NET', 'SQL', '大专', '后端开发']","{'全栈工程师': 0.7944058763409723, '.NET': 0.45823146710205087, 'SQL': 0.3261369826028038, '大专': 0.18406735882625339, '后端开发': 0.13673734744355495}"
